0.01,1
0.02,0.999
0.03,0.9971
0.04,0.9941
0.05,0.9902
0.06,0.9853
0.07,0.9794
0.08,0.9725
0.09,0.9647
0.1,0.9559
0.11,0.946
0.12,0.9353
0.13,0.9235
0.14,0.9107
0.15,0.897
0.16,0.8823
0.17,0.8666
0.18,0.8499
0.19,0.8322
0.2,0.8136
0.21,0.794
0.22,0.7734
0.23,0.7518
0.24,0.7292
0.25,0.7057
0.26,0.6812
0.27,0.6557
0.28,0.6292
0.29,0.6017
0.3,0.5733
0.31,0.5438
0.32,0.5134
0.33,0.482
0.34,0.4497
0.35,0.4163
0.36,0.382
0.37,0.3467
0.38,0.3104
0.39,0.2731
0.4,0.2348
0.41,0.1956
0.42,0.1554
0.43,0.1142
0.44,0.072
0.45,0.0288
0.46,-0.0153
0.47,0.0253
0.48,0.0649
0.49,0.1036
0.5,0.1412
0.51,0.1779
0.52,0.2136
0.53,0.2484
0.54,0.2821
0.55,0.3149
0.56,0.3467
0.57,0.3775
0.58,0.4073
0.59,0.4361
0.6,0.464
0.61,0.4909
0.62,0.5168
0.63,0.5417
0.64,0.5656
0.65,0.5886
0.66,0.6105
0.67,0.6315
0.68,0.6515
0.69,0.6706
0.7,0.6886
0.71,0.7057
0.72,0.7218
0.73,0.7369
0.74,0.751
0.75,0.7642
0.76,0.7763
0.77,0.7875
0.78,0.7977
0.79,0.8069
0.8,0.8152
0.81,0.8224
0.82,0.8287
0.83,0.834
0.84,0.8383
0.85,0.8417
0.86,0.844
0.87,0.8454
0.88,0.8458
0.89,0.8452
0.9,0.8436
0.91,0.8411
0.92,0.8375
0.93,0.833
0.94,0.8275
0.95,0.8211
0.96,0.8136
0.97,0.8052
0.98,0.7958
0.99,0.7854
1,0.774
1.01,0.7616
1.02,0.7483
1.03,0.734
1.04,0.7186
1.05,0.7024
1.06,0.6851
1.07,0.6669
1.08,0.6476
1.09,0.6274
1.1,0.6062
1.11,0.5841
1.12,0.5609
1.13,0.5368
1.14,0.5117
1.15,0.4856
1.16,0.4585
1.17,0.4304
1.18,0.4014
1.19,0.3714
1.2,0.3404
1.21,0.3084
1.22,0.2754
1.23,0.2415
1.24,0.2066
1.25,0.1707
1.26,0.1338
1.27,0.0959
1.28,0.0571
1.29,0.0172
1.3,0.054
1.31,0.0897
1.32,0.1245
1.33,0.1583
1.34,0.1911
1.35,0.2229
1.36,0.2537
1.37,0.2836
1.38,0.3125
1.39,0.3404
1.4,0.3673
1.41,0.3932
1.42,0.4182
1.43,0.4422
1.44,0.4652
1.45,0.4872
1.46,0.5082
1.47,0.5283
1.48,0.5473
1.49,0.5654
1.5,0.5825
1.51,0.5987
1.52,0.6138
1.53,0.628
1.54,0.6412
1.55,0.6534
1.56,0.6646
1.57,0.6748
1.58,0.6841
1.59,0.6924
1.6,0.6997
1.61,0.706
1.62,0.7113
1.63,0.7157
1.64,0.719
1.65,0.7214
1.66,0.7228
1.67,0.7233
1.68,0.7227
1.69,0.7212
1.7,0.7187
1.71,0.7152
1.72,0.7107
1.73,0.7053
1.74,0.6988
1.75,0.6914
1.76,0.683
1.77,0.6736
1.78,0.6633
1.79,0.6519
1.8,0.6396
1.81,0.6263
1.82,0.612
1.83,0.5968
1.84,0.5805
1.85,0.5633
1.86,0.5451
1.87,0.5259
1.88,0.5057
1.89,0.4846
1.9,0.4625
1.91,0.4393
1.92,0.4152
1.93,0.3902
1.94,0.3641
1.95,0.3371
1.96,0.3091
1.97,0.2801
1.98,0.2501
1.99,0.2191
2,0.1872
